srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
3088885,AJ,27,110034,233,233,131,A,ADLD,110051,2017-08-31,2017-08-23,2018-04-16,4388,2018-04-18,9
2830950,AN,21,110015,233,245,131,A,ADLD,110076,2018-01-10,2018-01-05,2018-02-02,4580,2018-02-10,6
2896517,AJ,2,110018,233,245,131,A,ADLD,110019,2016-10-29,2016-10-29,2018-02-22,4388,2018-02-27,18
3003977,AN,22,400104,233,245,131,A,ADLD,380007,2018-01-31,2018-01-30,2018-03-21,4581,2018-03-26,9
3010274,AJ,25,560037,233,245,131,A,ADLD,560069,2017-06-02,2017-03-05,2018-03-23,4460,2018-03-27,7
3018296,C,3,560011,233,245,228,A,ADLD,560076,2017-04-28,2017-12-12,2018-03-25,4469,2018-03-29,10
3040024,AN,26,560066,233,245,131,A,ADLD,560078,2017-06-01,2017-05-27,2018-03-30,5001,2018-04-04,7
3021258,C,5,380009,233,245,228,A,ADLD,380054,2018-03-08,2018-03-06,2018-03-26,4546,2018-04-02,10
2980702,C,2,110018,233,245,131,A,ADLD,110058,2016-10-17,2016-10-11,2018-03-14,4091,2018-03-20,27
3019307,G,1,400059,233,245,228,A,ADLD,110088,2017-11-13,2017-04-18,2018-03-26,4011,2018-04-08,11
2902659,AJ,1,400059,201,233,131,0,ADLD,458883,2017-11-03,2017-10-31,2018-02-23,4398,2018-02-26,21
2920899,AN,21,110015,233,233,131,A,ADLD,226007,2017-07-28,2017-07-05,2018-02-27,4580,2018-03-06,15
2961726,AJ,7,500004,233,233,228,A,ADLD,500044,2018-01-28,2017-06-05,2018-03-09,4474,2018-03-13,8
2873239,AN,21,110015,233,233,131,C,ADLD,145001,2017-12-25,2017-12-22,2018-02-15,4580,2018-03-09,8
2862636,AN,26,560066,233,233,131,A,ADLD,600119,2017-05-03,2017-05-02,2018-02-12,5001,2018-03-19,11
2920970,C,3,560011,233,245,131,A,ADLD,560067,2017-04-05,2016-01-15,2018-02-27,4461,2018-03-01,16
2858717,AN,21,110015,233,233,131,C,ADLD,141003,2017-04-26,2017-04-21,2018-02-10,4580,2018-02-13,10
2927161,AN,4,600024,233,233,131,A,ADLD,600020,2017-07-14,2017-07-13,2018-03-01,4490,2018-03-07,8
3008982,AN,21,110015,233,233,131,C,ADLD,141003,2017-07-24,2017-07-21,2018-03-22,4580,2018-03-29,9
2994110,AI,17,800001,233,233,131,C,ADLD,831002,2018-01-05,2018-01-05,2018-03-18,4370,2018-03-23,17
3039737,AN,22,400104,233,233,131,C,ADLD,382845,2017-06-25,2017-06-23,2018-03-30,4581,2018-04-07,9
3003984,C,3,560011,233,245,131,A,ADLD,560068,2017-09-30,2017-09-30,2018-03-21,4461,2018-04-06,11
2897039,C,2,110018,233,233,131,A,ADLD,110008,2018-02-03,2017-09-21,2018-02-22,4550,2018-02-26,10
2855798,AN,8,700064,201,233,131,D,ADLD,741502,2018-01-22,2018-01-22,2018-02-09,4508,2018-02-12,30
2850941,J,2,110018,233,233,131,B,ADLD,124107,2017-03-24,2017-03-10,2018-02-08,4154,2018-02-23,21
3011933,AN,26,560066,233,233,131,A,ADLD,600112,2017-03-25,2017-03-22,2018-03-23,5001,2018-03-26,14
3086550,AJ,27,110034,233,233,131,A,ADLD,121010,2017-08-24,2017-08-22,2018-04-15,4388,2018-04-18,8
3019923,AN,21,110015,308,245,131,A,ADLD,110015,2017-05-20,2017-05-19,2018-03-26,4580,2018-03-29,8
2839913,AN,3,560011,233,233,131,A,ADLD,560032,2017-05-20,2017-05-20,2018-02-05,4467,2018-02-15,12
2923716,AJ,9,411016,233,233,131,A,ADLD,411058,2017-05-10,2017-05-10,2018-02-28,4021,2018-03-02,11
2895699,AN,7,500004,233,233,131,A,ADLD,500082,2017-07-09,2017-07-08,2018-02-22,4403,2018-03-07,12
2944245,AN,22,400104,233,233,131,B,ADLD,416005,2016-12-09,2016-12-08,2018-03-06,4581,2018-03-11,15
3044471,AN,21,110015,233,233,131,B,ADLD,211008,2017-12-26,2017-12-22,2018-04-01,4580,2018-04-06,20
3066984,AJ,27,110034,233,233,228,C,ADLD,131101,2018-03-14,2017-02-20,2018-04-09,4388,2018-04-13,13
2824972,AN,22,400104,233,233,131,A,ADLD,411016,2017-06-02,2017-05-02,2018-01-31,4581,2018-03-01,11
2907887,AI,12,302006,233,233,131,A,ADLD,302004,2017-11-06,2017-11-04,2018-02-26,4407,2018-03-09,10
2949262,AN,22,400104,233,233,131,B,ADLD,462039,2017-11-17,2017-11-14,2018-03-07,4581,2018-03-10,14
3002012,AM,2,110018,233,233,131,A,ADLD,302004,2018-01-15,2018-01-15,2018-03-20,4092,2018-03-27,13
3021999,AJ,27,110034,0,233,131,A,ADLD,110024,2017-11-22,2017-11-21,2018-03-26,4388,2018-03-29,13
3021999,AJ,27,110034,308,233,131,A,ADLD,110024,2017-11-22,2017-11-21,2018-03-26,4388,2018-03-29,13
3010383,AN,21,110015,233,233,131,C,ADLD,143001,2017-10-22,2017-10-18,2018-03-23,4580,2018-03-28,16
3028307,AJ,6,160059,233,233,228,C,ADLD,141002,2018-01-10,2018-01-09,2018-03-27,4437,2018-04-01,13
2883383,AN,21,110015,233,233,131,B,ADLD,249403,2017-07-31,2017-07-29,2018-02-18,4580,2018-02-24,13
2883507,AI,8,700064,233,233,131,B,ADLD,734015,2018-02-01,2018-02-01,2018-02-18,4499,2018-02-21,16
2852883,AN,7,500004,233,233,131,A,ADLD,500035,2017-04-15,2017-04-13,2018-02-08,4403,2018-02-22,14
2879699,AE,2,110018,233,233,228,A,ADLD,110091,2017-08-18,2017-07-28,2018-02-17,4093,2018-02-26,11
2873843,AI,7,500004,233,233,131,B,ADLD,521165,2017-12-13,2017-12-13,2018-02-15,4474,2018-02-24,14
2930414,AN,4,600024,233,233,131,A,ADLD,600041,2017-09-09,2017-09-08,2018-03-02,4490,2018-03-05,10
2919262,C,17,800001,233,233,131,B,ADLD,842002,2017-10-23,2017-10-22,2018-02-27,4409,2018-03-06,25
2955936,D,1,400059,233,233,228,B,ADLD,453556,2018-02-18,2017-07-31,2018-03-08,4390,2018-03-19,14
3023174,AN,26,560066,308,233,131,A,ADLD,560037,2017-06-29,2018-04-10,2018-03-26,5001,2018-03-31,12
3047032,C,6,160059,233,233,131,A,ADLD,160055,2017-10-19,2017-10-12,2018-04-02,4549,2018-04-04,8
2898589,AN,3,560011,233,245,131,A,ADLD,560037,2017-03-16,2017-03-15,2018-02-22,4467,2018-02-26,8
2880514,AN,2,110018,233,233,131,A,ADLD,110085,2017-05-04,2017-05-03,2018-02-17,4147,2018-02-19,9
2850404,AJ,2,110018,233,233,131,A,ADLD,110087,2018-01-14,2018-01-07,2018-02-07,4388,2018-02-18,11
2890088,S,1,400059,233,233,131,B,ADLD,422010,2017-05-10,2016-11-12,2018-02-20,4012,2018-02-24,13
2897599,AN,22,400104,233,233,131,B,ADLD,389151,2018-01-19,2017-05-18,2018-02-22,4581,2018-02-27,14
2986589,C,1,400059,233,233,131,B,ADLD,452001,2016-12-25,2016-12-22,2018-03-16,4545,2018-03-19,14
3030111,AN,21,110015,201,233,131,0,ADLD,277204,2017-04-10,2017-04-07,2018-03-28,4393,2018-03-31,11
3048385,AJ,27,110034,233,233,228,A,ADLD,122001,2017-09-13,2017-08-30,2018-04-02,4388,2018-04-04,10
3064164,S,24,110092,233,233,131,A,ADLD,201308,2017-01-03,2016-10-23,2018-04-07,4150,2018-04-10,10
3044823,C,8,700064,233,233,228,A,ADLD,700092,2018-03-15,2017-08-10,2018-04-01,4511,2018-04-04,17
2823073,AP,2,110018,233,233,228,A,ADLD,201304,2018-01-15,2017-03-17,2018-01-31,4405,2018-02-01,11
2820174,AN,21,110015,233,233,131,A,ADLD,110009,2017-10-22,2017-10-21,2018-01-30,4580,2018-02-03,7
2831396,AF,2,110018,233,233,131,A,ADLD,121002,2017-02-25,2017-02-23,2018-02-02,4147,2018-02-06,10
2838492,AN,2,110018,233,233,131,B,ADLD,180004,2018-01-28,2018-01-03,2018-02-04,4580,2018-02-04,16
2840585,AJ,1,400059,233,233,131,A,ADLD,400601,2017-09-24,2017-09-24,2018-02-05,4398,2018-02-09,11
2830756,AN,21,110015,233,233,131,C,ADLD,141114,2017-03-06,2017-03-02,2018-02-02,4580,2018-02-05,18
2855753,AN,7,500004,233,233,131,A,ADLD,500019,2017-04-24,2017-04-22,2018-02-09,4403,2018-02-15,6
2840348,C,2,110018,233,233,131,A,ADLD,201005,2017-02-19,2017-02-19,2018-02-05,4094,2018-02-10,12
2866298,AN,3,560011,233,233,228,A,ADLD,560078,2018-01-18,2017-09-12,2018-02-13,4467,2018-02-14,9
2868071,AN,2,110018,233,233,228,A,ADLD,110029,2017-11-10,2017-09-22,2018-02-14,4147,2018-02-19,7
2835270,AN,8,700064,233,233,131,A,ADLD,700108,2017-10-14,2017-10-12,2018-02-03,4147,2018-02-06,20
2838542,C,2,110018,233,233,228,A,ADLD,110029,2018-01-09,2017-09-27,2018-02-04,4550,2018-02-08,23
2829964,AN,3,560011,233,233,131,B,ADLD,590015,2017-09-30,2017-09-28,2018-02-01,4467,2018-02-20,12
2882318,AN,17,800001,233,233,131,C,ADLD,831004,2017-10-05,2017-10-03,2018-02-17,4538,2018-02-22,16
2884699,AN,21,110015,233,233,131,C,ADLD,126112,2017-03-02,2017-02-24,2018-02-19,4580,2018-02-22,13
2904152,AN,21,110015,233,233,131,B,ADLD,160014,2017-12-19,2017-12-13,2018-02-24,4673,2018-02-26,10
2898212,AN,2,110018,233,233,131,A,ADLD,110046,2017-02-25,2017-02-23,2018-02-22,4147,2018-02-26,9
2906626,AD,4,600024,233,233,228,A,ADLD,600086,2018-01-21,2018-03-18,2018-02-25,4485,2018-02-27,9
2885666,AN,21,110015,233,233,131,B,ADLD,124001,2017-09-21,2017-09-19,2018-02-19,4580,2018-02-21,17
2913062,AD,7,500004,233,233,228,A,ADLD,500080,2017-06-26,2017-05-15,2018-02-27,4540,2018-02-28,9
2905528,C,5,380009,233,233,131,A,ADLD,380054,2017-10-16,2017-10-09,2018-02-24,4546,2018-02-27,13
2907067,AN,21,110015,233,233,131,A,ADLD,302033,2018-01-16,2018-01-12,2018-02-25,4580,2018-02-27,13
2928553,C,12,302006,233,233,131,A,ADLD,302039,2017-04-23,2017-04-23,2018-03-01,4453,2018-03-06,11
2944234,AN,21,110015,233,233,131,B,ADLD,140603,2017-07-26,2017-07-20,2018-03-06,4580,2018-03-10,12
2957318,AN,3,560011,233,233,228,A,ADLD,560097,2017-10-12,2016-09-06,2018-03-08,4467,2018-03-14,7
2931378,AI,6,160059,233,233,131,C,ADLD,133104,2017-12-18,2017-12-18,2018-03-03,4437,2018-03-10,13
2957373,AN,22,400104,233,233,131,B,ADLD,422101,2017-04-05,2017-04-03,2018-03-08,4581,2018-03-12,12
2957583,AN,21,110015,233,233,228,C,ADLD,182101,2018-01-23,2017-02-02,2018-03-08,4580,2018-03-12,14
2954669,AN,22,400104,233,233,131,A,ADLD,400002,2017-04-11,2017-04-09,2018-03-08,4581,2018-03-12,12
2915271,AN,22,400104,233,233,131,A,ADLD,400080,2017-06-10,2017-06-09,2018-02-27,4581,2018-03-07,17
2972128,C,3,560011,233,233,131,A,ADLD,560048,2017-12-05,2017-12-04,2018-03-12,4461,2018-03-14,10
3000748,AN,22,400104,233,233,131,A,ADLD,400701,2017-08-23,2017-08-21,2018-03-20,4581,2018-03-22,7
2905620,C,2,110018,308,233,131,A,ADLD,110092,2017-11-18,2017-11-12,2018-02-24,4091,2018-03-21,10
2999789,AN,26,560066,308,233,131,A,ADLD,560087,2017-04-13,2017-02-08,2018-03-20,5001,2018-03-22,9
2953544,AN,21,110015,233,233,131,A,ADLD,122017,2017-03-30,2017-03-28,2018-03-08,4580,2018-03-21,13
2957045,AN,21,110015,233,233,131,B,ADLD,180004,2017-04-17,2017-04-14,2018-03-08,4580,2018-03-15,23
2922587,D,1,400059,201,233,228,D,ADLD,506164,2018-01-20,2016-08-12,2018-02-28,4477,2018-03-13,26
2994615,AJ,27,110034,233,233,131,A,ADLD,110026,2017-05-03,2017-05-03,2018-03-19,4388,2018-03-25,13
3003065,C,6,160059,233,233,131,C,ADLD,141008,2017-08-09,2017-08-05,2018-03-21,4549,2018-03-24,18
2866278,S,17,800001,0,0,228,B,EW,847403,2017-01-20,2017-01-20,2018-02-13,4017,2018-02-18,57
2968781,AN,21,110015,233,233,131,B,ADLD,144001,2017-10-15,2017-10-10,2018-03-10,4580,2018-03-24,19
2958367,AN,7,500004,233,233,131,A,ADLD,500090,2016-11-12,2016-11-11,2018-03-09,4403,2018-04-02,11
3025383,AN,22,400104,233,233,131,B,ADLD,362001,2017-06-10,2017-05-25,2018-03-27,4581,2018-04-02,14
3030660,AN,26,560066,233,233,131,B,ADLD,620014,2017-10-25,2017-10-23,2018-03-28,5001,2018-04-03,11
2979193,C,12,302006,201,233,131,D,ADLD,331028,2017-11-11,2017-11-11,2018-03-14,4453,2018-03-17,28
3055962,AN,21,110015,233,233,228,A,ADLD,201305,2018-02-10,2017-08-27,2018-04-05,4580,2018-04-08,8
3030294,AJ,7,500004,233,233,228,A,ADLD,500029,2018-03-01,2016-06-26,2018-03-28,4474,2018-04-07,8
3055705,AJ,27,110034,233,233,228,A,ADLD,302013,2017-07-18,2017-06-11,2018-04-05,4388,2018-04-08,12
3022446,C,2,110018,233,233,131,A,ADLD,110034,2017-05-03,2017-04-27,2018-03-26,4550,2018-04-12,12
3064307,AM,1,400059,233,233,131,A,ADLD,382350,2017-10-16,2017-10-14,2018-04-07,4018,2018-04-16,12
2888348,AN,21,110015,233,245,131,A,ADLD,110073,2017-03-26,2017-02-15,2018-02-20,4580,2018-03-03,19
3003295,AJ,23,400001,233,245,131,A,ADLD,380058,2018-01-06,2018-01-04,2018-03-21,4398,2018-03-24,14
3030764,AN,21,110015,233,245,131,A,ADLD,110002,2017-09-30,2017-09-29,2018-03-28,4580,2018-04-02,7
2978984,C,12,302006,201,201,131,0,ADLD,312605,2017-08-02,2016-04-14,2018-03-14,4453,2018-03-27,15
2824117,AA,2,110018,233,233,131,A,ADLD,122002,2017-02-06,2017-01-28,2018-01-31,4150,2018-02-03,10
2907298,AN,7,500004,233,233,131,C,ADLD,533216,2017-07-08,2017-06-06,2018-02-26,4403,2018-03-01,13
3082140,AJ,7,500004,233,233,228,A,ADLD,500038,2017-08-12,2016-08-15,2018-04-13,4474,2018-04-16,7
2867277,AD,1,400059,233,233,131,A,ADLD,400053,2017-07-22,2017-07-18,2018-02-13,4011,2018-02-17,7
2878991,AI,6,160059,233,233,131,B,ADLD,147002,2017-10-27,2017-10-26,2018-02-16,4437,2018-02-21,8
2830943,C,6,160059,233,233,131,B,ADLD,160023,2016-02-12,2016-02-01,2018-02-02,4549,2018-02-14,19
2858486,C,9,411016,233,233,131,B,ADLD,425001,2017-12-23,2017-12-23,2018-02-10,4548,2018-02-14,24
2889001,AJ,1,400059,233,233,131,A,ADLD,400015,2017-12-05,2017-11-29,2018-02-20,4398,2018-02-24,14
2937545,AN,22,400104,233,233,131,B,ADLD,440009,2017-05-27,2017-05-25,2018-03-03,4581,2018-03-07,15
3008488,AN,22,400104,233,233,131,A,ADLD,411018,2017-06-23,2017-05-23,2018-03-22,4581,2018-03-26,9
2883319,AN,4,600024,233,233,228,A,ADLD,600006,2018-01-19,2017-12-15,2018-02-18,4490,2018-02-21,7
2973164,AN,22,400104,233,233,131,A,ADLD,411033,2017-04-10,2017-04-07,2018-03-13,4581,2018-03-14,19
3051101,C,8,700064,233,233,131,A,ADLD,700006,2017-12-17,2017-12-15,2018-04-03,4511,2018-04-07,12
2871674,S,5,380009,233,245,228,C,ADLD,396230,2017-08-16,2017-05-26,2018-02-14,4541,2018-03-16,24
3051270,AJ,23,400001,233,245,131,B,ADLD,395009,2017-10-03,2017-05-02,2018-04-03,4398,2018-04-16,11
2831229,AN,21,110015,233,233,131,C,ADLD,141010,2017-05-08,2018-04-06,2018-02-02,4580,2018-02-06,9
2861294,AN,21,110015,233,233,131,B,ADLD,125005,2017-12-18,2017-10-18,2018-02-11,4580,2018-02-19,8
2885189,AN,2,110018,233,233,131,A,ADLD,110064,2017-10-27,2017-10-23,2018-02-19,4147,2018-02-23,12
2906564,C,8,700064,233,233,131,B,ADLD,712305,2017-08-29,2017-08-27,2018-02-25,4500,2018-02-27,10
2906143,AN,7,500004,233,233,228,B,ADLD,522004,2017-04-27,2017-01-26,2018-02-25,4403,2018-03-01,10
2949670,C,1,400059,233,233,131,A,ADLD,400610,2018-01-08,2018-01-07,2018-03-07,4545,2018-03-12,12
2889342,C,2,110018,233,233,131,A,ADLD,110049,2017-07-08,2017-07-05,2018-02-20,4550,2018-03-08,21
2904985,C,12,302006,233,233,228,A,ADLD,302023,2017-01-01,2017-01-01,2018-02-24,4453,2018-03-12,26
2973736,AJ,24,110092,233,233,131,A,ADLD,110015,2017-08-09,2016-10-12,2018-03-13,4150,2018-04-01,10
2957329,AA,3,560011,233,245,131,A,ADLD,560095,2017-10-10,2017-10-06,2018-03-08,4400,2018-03-12,15
2824964,AN,2,110018,233,233,131,A,ADLD,201002,2016-12-23,2016-12-21,2018-01-31,4580,2018-01-31,14
2835500,C,10,226010,233,233,131,B,ADLD,221010,2017-02-28,2017-02-24,2018-02-03,4444,2018-02-10,16
2853540,C,17,800001,233,233,131,A,ADLD,800002,2017-12-23,2017-08-09,2018-02-08,4409,2018-02-25,20
2907867,AJ,2,110018,233,233,131,A,ADLD,110075,2017-11-30,2017-11-30,2018-02-26,4388,2018-02-28,22
3004652,AN,22,400104,308,233,131,A,ADLD,400067,2018-01-03,2018-01-02,2018-03-21,4581,2018-03-27,8
2881226,C,3,560011,233,245,131,A,ADLD,560070,2017-09-29,2017-09-29,2018-02-17,4461,2018-02-19,10
2884110,AK,2,110018,233,233,228,B,ADLD,132103,2018-02-01,2017-12-27,2018-02-19,4149,2018-02-20,17
2971675,AN,22,400104,233,233,131,B,ADLD,482005,2017-05-22,2017-05-20,2018-03-12,4581,2018-03-15,18
3003956,AJ,6,160059,233,233,228,C,ADLD,143001,2018-01-17,2017-05-13,2018-03-21,4437,2018-03-23,8
2959996,AM,3,560011,233,233,131,A,ADLD,560029,2018-01-02,2018-01-02,2018-03-09,4462,2018-03-27,9
3045101,AN,26,560066,233,233,131,A,ADLD,600091,2018-01-28,2018-01-21,2018-04-01,5001,2018-04-05,14
3044017,C,12,302006,233,233,228,B,ADLD,342001,2018-01-28,2017-06-28,2018-04-01,4453,2018-04-15,12
3057332,AJ,27,110034,233,245,131,A,ADLD,110080,2017-01-06,2017-01-03,2018-04-05,4388,2018-04-11,10
2835480,AD,1,400059,233,233,131,A,ADLD,400086,2017-02-18,2017-02-13,2018-02-03,4011,2018-02-09,13
2867855,AN,7,500004,233,233,228,A,ADLD,500008,2018-01-08,2018-03-22,2018-02-14,4403,2018-02-16,7
2848438,C,2,110018,233,233,131,A,ADLD,110045,2017-04-14,2017-04-14,2018-02-07,4094,2018-02-09,14
2876749,AN,8,700064,233,233,131,C,ADLD,751024,2017-04-02,2017-03-30,2018-02-16,4508,2018-02-19,9
2912468,AN,21,110015,233,233,131,A,ADLD,110030,2017-03-03,2017-03-01,2018-02-27,4580,2018-03-01,9
2950259,AJ,12,302006,233,233,228,B,ADLD,312001,2018-02-02,2017-12-08,2018-03-07,4407,2018-03-08,16
2928849,C,12,302006,233,233,228,B,ADLD,313001,2018-02-18,2018-02-18,2018-03-01,4453,2018-03-15,18
3043442,C,2,110018,308,233,228,A,ADLD,110091,2017-08-17,2016-10-11,2018-03-31,4550,2018-04-05,12
3030955,AJ,27,110034,233,233,228,A,ADLD,122018,2018-03-01,2017-03-14,2018-03-28,4388,2018-04-07,12
3047536,AI,7,500004,233,233,131,B,ADLD,521241,2017-11-27,2017-11-27,2018-04-02,4474,2018-04-12,14
2865989,AN,21,110015,233,233,131,A,ADLD,122001,2017-12-01,2017-02-09,2018-02-13,4580,2018-02-26,9
2870453,AN,2,110018,233,233,131,A,ADLD,110032,2017-11-08,2017-11-07,2018-02-14,4147,2018-02-23,14
2943362,AJ,2,110018,308,233,228,A,ADLD,122001,2018-02-16,2016-06-16,2018-03-05,4388,2018-03-07,16
2909912,C,7,500004,233,233,228,B,ADLD,522007,2018-01-24,2017-06-14,2018-02-26,4477,2018-03-01,23
2957345,AE,1,400059,233,233,131,B,ADLD,422010,2017-04-05,2017-04-04,2018-03-08,4015,2018-03-12,19
3001193,AJ,2,110018,308,233,228,A,ADLD,110085,2017-12-09,2017-09-27,2018-03-20,4388,2018-03-22,11
2991490,U,2,110018,233,233,131,B,ADLD,422010,2017-08-07,2017-08-07,2018-03-17,4095,2018-03-19,21
3062769,AN,17,800001,233,233,131,B,ADLD,848101,2018-01-10,2017-02-20,2018-04-07,4538,2018-04-10,13
3088911,AJ,27,110034,233,233,228,A,ADLD,110085,2018-03-30,2016-06-04,2018-04-16,4388,2018-04-21,5
2822366,AN,3,560011,233,233,131,A,ADLD,560066,2017-10-23,2017-10-12,2018-01-30,4467,2018-02-01,7
2819054,AN,3,560011,233,233,131,A,ADLD,560034,2017-11-11,2017-11-10,2018-01-30,4467,2018-02-03,7
2827195,AN,22,400104,233,233,131,A,ADLD,400607,2017-07-09,2017-07-07,2018-02-01,4581,2018-02-05,7
2841251,AN,22,400104,233,233,131,A,ADLD,400078,2017-11-03,2017-11-02,2018-02-05,4581,2018-02-09,6
2862186,AJ,7,500004,233,233,131,A,ADLD,500003,2017-09-01,2017-08-03,2018-02-12,4474,2018-02-15,5
2851471,AF,4,600024,233,233,131,A,ADLD,600029,2017-02-11,2017-02-09,2018-02-08,4490,2018-02-12,7
2861626,AJ,3,560011,233,233,228,A,ADLD,560075,2018-01-18,2017-06-01,2018-02-11,4460,2018-02-13,8
2840964,C,2,110018,233,233,131,A,ADLD,110092,2017-03-15,2016-03-16,2018-02-05,4094,2018-02-09,14
2846639,AJ,2,110018,233,233,228,B,ADLD,123401,2017-07-11,2016-10-22,2018-02-06,4388,2018-02-08,20
2857344,J,3,560011,233,233,228,A,ADLD,560100,2018-01-13,2017-02-16,2018-02-09,4415,2018-02-12,13
2840561,C,6,160059,233,233,228,C,ADLD,125111,2017-12-22,2017-10-04,2018-02-05,4549,2018-02-14,20
2885668,AN,22,400104,233,0,131,A,ADLD,400607,2017-07-24,2018-03-05,2018-02-19,4581,2018-02-21,13
2885668,AN,22,400104,233,0,131,A,ADLD,400607,2017-07-24,2018-03-05,2018-02-19,4581,2018-02-21,13
2885668,AN,22,400104,233,233,131,A,ADLD,400607,2017-07-24,2018-03-05,2018-02-19,4581,2018-02-21,13
2897560,AN,2,110018,233,233,131,A,ADLD,110006,2017-04-04,2017-04-03,2018-02-22,4147,2018-02-26,10
2907567,AN,7,500004,233,233,131,A,ADLD,500001,2017-06-19,2017-06-17,2018-02-26,4403,2018-02-28,7
2829343,AN,4,600024,233,233,131,A,ADLD,600125,2017-04-24,2017-04-21,2018-02-01,4490,2018-02-23,13
2883255,AN,21,110015,201,233,131,D,ADLD,148028,2017-06-28,2017-06-24,2018-02-18,4580,2018-02-21,17
2888741,AN,21,110015,233,233,131,B,ADLD,132104,2018-01-30,2017-12-08,2018-02-20,4580,2018-02-26,12
2907075,AN,21,110015,233,233,131,A,ADLD,110025,2016-04-29,2016-04-23,2018-02-25,4580,2018-02-28,13
2928782,AJ,12,302006,233,233,228,A,ADLD,302018,2018-01-23,2017-06-11,2018-03-01,4407,2018-03-04,13
2938421,AN,4,600024,233,233,131,A,ADLD,600015,2017-09-14,2017-09-13,2018-03-04,4490,2018-03-07,10
2908339,AN,17,800001,233,233,131,B,ADLD,805110,2017-11-17,2017-10-29,2018-02-26,4538,2018-02-28,20
2938947,AJ,2,110018,233,233,228,B,ADLD,180016,2018-02-02,2017-02-27,2018-03-04,4388,2018-03-07,17
2908062,C,2,110018,233,233,131,A,ADLD,110053,2017-04-24,2017-04-15,2018-02-26,4091,2018-03-06,16
2963547,AN,22,400104,233,233,131,B,ADLD,462030,2017-05-09,2017-05-06,2018-03-10,4581,2018-03-15,12
2948435,AJ,10,226010,233,233,131,A,ADLD,226002,2018-02-17,2017-12-12,2018-03-07,4444,2018-03-14,15
2908021,AN,21,110015,233,233,131,B,ADLD,333001,2017-10-17,2017-10-15,2018-02-26,4580,2018-03-14,16
2994360,AJ,2,110018,308,233,131,A,ADLD,110029,2017-08-10,2017-08-10,2018-03-18,4388,2018-03-22,9
2987615,AD,3,560011,233,233,228,A,ADLD,560076,2018-02-24,2018-02-22,2018-03-16,5146,2018-03-17,18
2990765,C,4,600024,233,233,228,A,ADLD,600056,2017-07-02,2018-04-21,2018-03-17,4483,2018-03-23,12
2961531,C,2,110018,233,233,131,A,ADLD,201306,2017-03-18,2016-10-19,2018-03-09,4094,2018-03-14,20
2993784,AI,2,110018,233,233,131,A,ADLD,121003,2018-02-12,2018-02-12,2018-03-18,4388,2018-03-22,13
3002157,AN,21,110015,233,233,131,C,ADLD,146001,2017-07-09,2017-07-04,2018-03-20,4580,2018-03-24,12
2999705,AE,3,560011,233,233,228,B,ADLD,533004,2018-03-03,2018-02-20,2018-03-20,4463,2018-03-22,16
3012232,AN,7,500004,233,233,131,A,ADLD,500090,2017-06-13,2017-06-10,2018-03-23,4403,2018-03-27,8
2991716,AN,8,700064,201,233,131,D,ADLD,737132,2017-04-20,2017-04-15,2018-03-17,4508,2018-03-23,14
2967023,C,9,411016,201,233,131,0,ADLD,496661,2017-02-09,2017-02-03,2018-03-10,4548,2018-03-13,25
3022056,AN,22,400104,308,233,131,A,ADLD,400012,2016-06-09,2016-06-07,2018-03-26,4581,2018-03-29,11
2968905,Y,26,560066,233,233,228,C,ADLD,601102,2018-01-25,2018-01-24,2018-03-10,5001,2018-03-21,21
3014761,AJ,27,110034,233,233,228,A,ADLD,302029,2018-01-20,2018-01-12,2018-03-24,4388,2018-03-28,17
3030526,AN,21,110015,233,233,131,B,ADLD,124001,2018-02-26,2017-04-06,2018-03-28,4580,2018-04-02,10
3014473,AI,27,110034,233,233,131,A,ADLD,122003,2018-01-22,2018-01-22,2018-03-24,4388,2018-03-31,13
3021951,AJ,25,560037,308,233,228,A,ADLD,560035,2017-09-18,2018-01-17,2018-03-26,4460,2018-03-29,14
3040072,AN,5,380009,233,233,131,B,ADLD,396210,2017-08-19,2017-05-09,2018-03-30,4039,2018-04-05,9
3044479,AN,22,400104,233,233,131,B,ADLD,396191,2017-12-04,2017-11-28,2018-04-01,4581,2018-04-05,11
3036650,AJ,6,160059,201,233,131,D,ADLD,148028,2017-08-02,2017-07-31,2018-03-29,4437,2018-04-03,11
3046927,AI,27,110034,0,233,131,A,ADLD,110018,2017-12-16,2017-12-16,2018-04-02,4388,2018-04-09,7
3046357,C,2,110018,233,233,228,A,ADLD,201307,2018-03-06,2018-01-27,2018-04-02,4091,2018-04-10,11
3066247,AJ,27,110034,233,233,228,A,ADLD,201304,2018-02-04,2016-06-26,2018-04-08,4388,2018-04-13,9
3049823,AE,8,700064,233,233,228,C,ADLD,753001,2017-10-14,2016-05-04,2018-04-03,4503,2018-04-07,16
3068497,C,3,560011,233,233,131,A,ADLD,560091,2016-01-19,2016-10-03,2018-04-09,4461,2018-04-16,10
2905219,AN,22,400104,233,245,131,B,ADLD,393002,2018-01-17,2018-01-16,2018-02-24,4581,2018-03-08,11
2939452,J,2,110018,233,245,228,A,ADLD,560102,2017-08-10,2017-02-03,2018-03-05,4154,2018-03-09,14
